group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
12,ENSG00000109046,11.211651,2.6677687,3.574646190066016e-29,1.0191316287878212e-25,0.9605263157894737,0.7750398430795635
12,ENSG00000120694,10.816008,4.7201037,2.8909796180422237e-27,7.039976643912479e-24,0.7894736842105263,0.2590413142086551
12,ENSG00000204389,10.571761,4.0624366,4.0285685518031925e-26,7.656965960793934e-23,0.8289473684210527,0.29778104695353685
12,ENSG00000115548,9.662873,3.3603358,4.335292982466447e-22,7.415952175807105e-19,0.7763157894736842,0.3439990192472723
12,ENSG00000007168,9.192999,2.2707705,3.8203775271244264e-20,5.44594816491587e-17,0.8421052631578947,0.594090964815496
12,ENSG00000115541,8.561571,3.2709136,1.1134011163209793e-17,1.2697226330524449e-14,0.7105263157894737,0.3079563565036165
12,ENSG00000169136,8.144473,2.6333144,3.809375138780853e-16,3.620176173554737e-13,0.7763157894736842,0.4001471129091578
12,ENSG00000111674,7.9846883,2.2872496,1.4087758459327765e-15,1.2049259810263039e-12,0.7894736842105263,0.5155081525070492
12,ENSG00000100591,7.800952,2.5173821,6.144180243131069e-15,5.004873678047622e-12,0.6973684210526315,0.3796738997180336
12,ENSG00000122884,7.4657226,3.2926922,8.284382228502015e-14,6.161419234815455e-11,0.618421052631579,0.2388132891994606
12,ENSG00000104419,7.1756086,2.6892815,7.19862411536059e-13,4.5607283006428987e-10,0.6710526315789473,0.4137550570062523
12,ENSG00000133706,6.9938846,2.118604,2.6737792907976116e-12,1.5771609844270326e-09,0.6842105263157895,0.4361897756528135
12,ENSG00000166471,6.9839206,2.1699252,2.8705437174576853e-12,1.6367840276943722e-09,0.6842105263157895,0.46132156430060073
12,ENSG00000152795,6.9399924,1.2497356,3.921205096312415e-12,2.1637462702425863e-09,0.8421052631578947,0.7401005271545912
12,ENSG00000083896,6.920453,2.0348144,4.5020206482716075e-12,2.4066114127916912e-09,0.6973684210526315,0.469780556577173
13,ENSG00000176165,20.30596,5.344676,1.1389788939265472e-91,1.9483372959507517e-87,0.8486238532110092,0.13611977542108547
13,ENSG00000124766,16.303782,3.0727115,9.276972812724368e-60,7.934594846723152e-56,0.8394495412844036,0.44092326887086714
13,ENSG00000141433,16.08559,4.991718,3.2197224776932885e-58,1.835885756780713e-54,0.6834862385321101,0.08970679975046787
13,ENSG00000166165,15.939266,2.6391985,3.3830180478840017e-57,1.4467476681775934e-53,0.8623853211009175,0.5373674360573923
13,ENSG00000100314,15.272603,4.014696,1.1643169119362907e-52,3.474409186233188e-49,0.7018348623853211,0.1671865252651279
13,ENSG00000173404,15.269628,3.1429102,1.2186633413655516e-52,3.474409186233188e-49,0.7889908256880734,0.3422333125389894
13,ENSG00000162992,13.8709,6.301166,9.507561719613663e-44,2.3233764396530192e-40,0.5642201834862385,0.02383031815346226
13,ENSG00000179915,13.854222,2.7381566,1.1994943696127266e-43,2.564818835824413e-40,0.8165137614678899,0.3223955084217093
13,ENSG00000242265,13.627683,3.083658,2.7414630031154222e-42,5.210607347921379e-39,0.7110091743119266,0.33462258265751715
13,ENSG00000063015,13.131602,3.3228846,2.170157255619743e-39,3.712271001463132e-36,0.6376146788990825,0.19226450405489706
13,ENSG00000117632,12.194689,3.1145492,3.3176858933303896e-34,5.15930317193724e-31,0.6055045871559633,0.2017467248908297
13,ENSG00000205542,12.1328125,1.5421015,7.077627349331479e-34,1.0089157786472024e-30,0.8715596330275229,0.7560823456019963
13,ENSG00000196405,11.981161,1.7161406,4.460346597616029e-33,5.8691299152938296e-30,0.8027522935779816,0.6209606986899563
13,ENSG00000080824,11.576834,2.4188707,5.4004342380087354e-31,5.132212670854301e-28,0.6788990825688074,0.3972551466001248
13,ENSG00000163618,11.479073,2.1873293,1.680734905585061e-30,1.5131921734177922e-27,0.7018348623853211,0.39039301310043667
13,ENSG00000188175,11.358135,3.2203295,6.757143282094222e-30,5.504175856357322e-27,0.555045871559633,0.14934497816593886
13,ENSG00000152784,10.815225,3.66522,2.9157708065744608e-27,2.1685728442288142e-24,0.5045871559633027,0.11316281971303806
13,ENSG00000136928,10.785377,5.6516886,4.035862622569835e-27,2.8765610842366502e-24,0.44495412844036697,0.02744853399875234
13,ENSG00000152217,10.720597,1.9001135,8.14751118434868e-27,5.57485305277874e-24,0.7064220183486238,0.4361821584529008
13,ENSG00000100941,10.468701,1.6979436,1.2028130583684192e-25,7.348328634446492e-23,0.7247706422018348,0.5427323767935122
14,ENSG00000154358,14.773804,4.963567,2.161611308601318e-49,3.6976523044934146e-45,0.76,0.18409006556971422
14,ENSG00000102287,13.245501,5.801778,4.79079685752104e-40,4.097568552237746e-36,0.66,0.06878634170481257
14,ENSG00000221869,12.2966,3.0083032,9.44665512850063e-35,5.38648275427106e-31,0.7733333333333333,0.4544104911542744
14,ENSG00000265972,12.207377,2.4469962,2.838923302938494e-34,1.214065550501647e-30,0.8266666666666667,0.6676976370159594
14,ENSG00000111676,10.988625,1.5342228,4.334805356747226e-28,1.483023608650361e-24,0.82,0.7206482741556353
14,ENSG00000162496,10.968794,3.8969302,5.398792805829348e-28,1.5391958289419471e-24,0.6133333333333333,0.2071013237659285
14,ENSG00000185650,10.661167,3.083945,1.5464457253076136e-26,3.779071511016006e-23,0.68,0.34751948533960164
14,ENSG00000137699,10.571788,3.8970258,4.0274227779831985e-26,8.611636755022575e-23,0.58,0.1572435976741309
14,ENSG00000162591,10.3137045,3.571716,6.109957511975508e-25,1.1612992577761447e-21,0.5933333333333334,0.19757515773846343
14,ENSG00000074527,10.100797,3.7125354,5.479526911267479e-24,7.811065612011792e-21,0.58,0.210441667697637
14,ENSG00000109906,9.909904,2.2152667,3.7700899114211954e-23,4.6065112874836406e-20,0.7133333333333334,0.471112210812817
14,ENSG00000131746,9.573778,6.8594646,1.030683155445788e-21,1.1019291285659782e-18,0.4666666666666667,0.0190523320549301
14,ENSG00000167615,9.346829,0.9677415,9.031473844705918e-21,8.58291064375219e-18,0.8933333333333333,0.8814796486453049
14,ENSG00000132849,8.990872,1.6503646,2.452751263668656e-19,1.907125596196183e-16,0.7266666666666667,0.5969318322405047
14,ENSG00000142973,8.427105,5.640678,3.543233616605441e-17,2.0900191119190577e-14,0.42,0.02833106519856489
14,ENSG00000106571,8.198612,3.1319134,2.431780700633241e-16,1.3418722795171684e-13,0.5066666666666667,0.18384263268588397
14,ENSG00000138119,7.855934,3.5295303,3.968028839136941e-15,1.5785372400529422e-12,0.4533333333333333,0.1244587405666213
14,ENSG00000120549,7.4789157,2.2499123,7.493819203378068e-14,2.0347503379838926e-11,0.54,0.336508722009155
14,ENSG00000198467,7.1909647,1.942583,6.433515320918446e-13,1.5075577134196021e-10,0.58,0.3965111963379933
14,ENSG00000146648,7.136533,3.3169644,9.57144808085902e-13,2.117961386765782e-10,0.43333333333333335,0.14969689471730793
2,ENSG00000073060,53.219597,6.601105,0.0,0.0,0.9964570416297609,0.3540259009009009
2,ENSG00000231852,52.96408,7.076492,0.0,0.0,0.9964570416297609,0.26998873873873874
2,ENSG00000160882,52.78769,8.171765,0.0,0.0,0.9937998228520815,0.25182995495495497
2,ENSG00000023171,52.49409,6.626225,0.0,0.0,0.9884853852967228,0.15287162162162163
2,ENSG00000147465,51.740044,6.5754337,0.0,0.0,0.9982285208148804,0.28110923423423423
2,ENSG00000148795,50.686596,6.2084193,0.0,0.0,0.9964570416297609,0.27646396396396394
2,ENSG00000116133,50.577698,4.9319534,0.0,0.0,0.9884853852967228,0.3627533783783784
2,ENSG00000130164,50.177547,5.368034,0.0,0.0,0.9663418954827281,0.23310810810810811
2,ENSG00000085662,50.055965,5.1575456,0.0,0.0,0.9822852081488043,0.28716216216216217
2,ENSG00000137714,49.61315,5.589304,0.0,0.0,0.9627989371124889,0.17806869369369369
2,ENSG00000215187,49.533978,6.206944,0.0,0.0,0.9424269264836138,0.0990990990990991
2,ENSG00000140459,48.901775,5.595837,0.0,0.0,0.9495128432240921,0.12922297297297297
2,ENSG00000198300,48.562737,5.272596,0.0,0.0,0.9433126660761736,0.16385135135135134
2,ENSG00000005981,48.28583,6.0234785,0.0,0.0,0.9247121346324181,0.0736204954954955
2,ENSG00000170899,48.071697,5.01547,0.0,0.0,0.9326837909654562,0.22297297297297297
2,ENSG00000023330,47.653057,4.6158834,0.0,0.0,0.9468556244464128,0.31756756756756754
2,ENSG00000161513,47.59908,5.340549,0.0,0.0,0.9202834366696191,0.13443130630630631
2,ENSG00000008394,46.43502,5.16035,0.0,0.0,0.9131975199291408,0.13499436936936937
2,ENSG00000203859,46.43484,5.416452,0.0,0.0,0.9459698848538529,0.20411036036036037
2,ENSG00000142494,45.86745,5.836515,0.0,0.0,0.8795394154118689,0.07376126126126126
3,ENSG00000172889,25.792948,7.130649,1.0638925091732988e-146,1.819894526191845e-142,0.9536679536679536,0.13268121394532228
3,ENSG00000130300,22.724422,7.391956,2.5699103074965808e-114,2.1980442860018258e-110,0.8416988416988417,0.05605718585402558
3,ENSG00000163513,21.218721,4.5892844,6.414465140913896e-100,3.657528023349104e-96,0.8571428571428571,0.21043391020817656
3,ENSG00000179776,20.72804,7.0053368,1.9351090712713772e-95,8.275493943292045e-92,0.7683397683397684,0.030975670930524203
3,ENSG00000037280,20.652637,7.9305573,9.243270171938388e-95,3.1623075912235615e-91,0.7606177606177607,0.02094306496112365
3,ENSG00000141753,20.162409,4.3852754,2.0943641337879137e-90,5.971032145429343e-87,0.8378378378378378,0.218459994983697
3,ENSG00000174640,20.109558,6.296477,6.086292518787112e-90,1.487315997519605e-86,0.7567567567567568,0.06659142212189616
3,ENSG00000162407,20.085012,5.182555,9.979662908576401e-90,2.133901421426349e-86,0.7953667953667953,0.19413092550790068
3,ENSG00000164056,20.070696,5.811197,1.3312934069370634e-89,2.5303450021183785e-86,0.7722007722007722,0.10358665663406069
3,ENSG00000261371,19.85166,5.7320466,1.0662020405906542e-87,1.823845210634373e-84,0.7567567567567568,0.05342362678705794
3,ENSG00000142798,19.61557,4.231855,1.1385285888517253e-85,1.7705154582634192e-82,0.7953667953667953,0.2076749435665914
3,ENSG00000169744,19.370024,6.570464,1.3819353191245366e-83,1.969948797412027e-80,0.722007722007722,0.0346124905944319
3,ENSG00000102755,19.356874,7.1209464,1.7838538111371526e-83,2.3472771764086255e-80,0.7181467181467182,0.025959367945823927
3,ENSG00000106991,19.3176,5.1352367,3.8200766461791624e-83,4.6675879363957686e-80,0.752895752895753,0.09255079006772009
3,ENSG00000116016,18.76521,4.237981,1.4542310470511157e-78,1.6584050860570923e-75,0.7683397683397684,0.17168296965136695
3,ENSG00000127329,18.63446,6.1917334,1.688485367825597e-77,1.8052019188765418e-74,0.6988416988416989,0.035490343616754454
3,ENSG00000148180,18.390017,3.5796373,1.5793232239732122e-75,1.5891707687815155e-72,0.8108108108108109,0.3111361926260346
3,ENSG00000113140,18.069386,3.3291948,5.5528093463682474e-73,5.2770198154986243e-70,0.8571428571428571,0.3836217707549536
3,ENSG00000142192,17.812777,2.34602,5.624984133778425e-71,5.06426203117967e-68,0.9034749034749034,0.6255329821921244
3,ENSG00000163453,17.667894,3.9801302,7.411193731116606e-70,6.338793998224033e-67,0.7567567567567568,0.18886380737396538
4,ENSG00000142173,30.883875,4.4852104,1.9667326479381398e-209,3.364292867562982e-205,0.8666666666666667,0.18968233132055656
4,ENSG00000134871,27.513794,4.115629,1.200664986035685e-166,1.0269287625563215e-162,0.775609756097561,0.19663953793646627
4,ENSG00000108821,26.783037,3.8430948,5.093478008135899e-158,2.90430116023909e-154,0.8341463414634146,0.2652927277500656
4,ENSG00000182326,25.884665,4.0776286,9.911808937710607e-148,4.238785092211941e-144,0.7154471544715447,0.17432396954581256
4,ENSG00000163453,25.613539,4.29007,1.0780386799435991e-144,3.6881859318230415e-141,0.7089430894308943,0.16618535048569177
4,ENSG00000159403,25.538485,4.034199,7.371846488794976e-144,2.101713433955448e-140,0.7121951219512195,0.1845628773956419
4,ENSG00000122786,25.377642,2.6773307,4.4526982332981544e-142,1.0881122282685461e-138,0.8406504065040651,0.47479653452349696
4,ENSG00000142156,25.355288,3.211692,7.857407539729992e-142,1.6801101671827657e-138,0.8032520325203252,0.3083486479390916
4,ENSG00000111341,24.315271,3.9231744,1.3515638086303672e-130,2.5688722789367843e-127,0.7121951219512195,0.2648989236019953
4,ENSG00000164692,23.32741,3.8447948,2.33720599502181e-120,3.998024575084308e-117,0.6796747967479675,0.14216329745339984
4,ENSG00000141753,23.254383,3.6813917,1.2844691419282593e-119,1.9974662856204366e-116,0.6878048780487804,0.20162772381202415
4,ENSG00000149591,22.583838,3.6200392,6.248086335915713e-113,8.906647071847849e-110,0.6682926829268293,0.23759516933578367
4,ENSG00000168542,22.507769,3.429199,3.48365954205996e-112,4.583960009729052e-109,0.7138211382113822,0.19427671304804411
4,ENSG00000011465,22.07745,4.3286405,5.206448023549867e-108,6.36153570648886e-105,0.6032520325203252,0.11275925439747965
4,ENSG00000106624,21.988647,3.7348795,3.69848412357232e-107,4.217751294521874e-104,0.6276422764227643,0.11892885271724862
4,ENSG00000187498,21.047691,3.7133918,2.4009736252045032e-98,2.5446391152403887e-95,0.6113821138211382,0.1513520609083749
4,ENSG00000103196,21.04523,4.0684967,2.5288708616325623e-98,2.5446391152403887e-95,0.5886178861788618,0.1260173273825151
4,ENSG00000148180,21.0374,2.804103,2.9829574681249836e-98,2.834803913874776e-95,0.7040650406504065,0.296403255447624
4,ENSG00000026025,20.903877,2.4755123,4.93672922555147e-97,4.444615270120181e-94,0.7739837398373983,0.4043055920189026
4,ENSG00000077942,20.158657,3.5408409,2.2593020887914202e-90,1.932381076543302e-87,0.5869918699186992,0.14505119453924914
5,ENSG00000121966,17.6422,5.309491,1.1682356354716343e-69,1.9983838780377777e-65,0.847953216374269,0.24745720664847431
5,ENSG00000106948,14.437427,3.8578787,3.0086731779463668e-47,2.5733181690975278e-43,0.7485380116959064,0.2725130240635078
5,ENSG00000185811,14.381081,5.999886,6.802422978177045e-47,3.878741582156552e-43,0.6666666666666666,0.0507318283304391
5,ENSG00000115165,14.341007,6.284491,1.2128208659154264e-46,5.186628433087321e-43,0.6608187134502924,0.03820391962292235
5,ENSG00000076928,14.147243,2.9528134,1.9422568459816472e-45,6.644849121472412e-42,0.8070175438596491,0.48635574299181344
5,ENSG00000153283,13.198332,7.6268783,8.970002162655369e-40,2.5573476165730458e-36,0.5964912280701754,0.015876953609526172
5,ENSG00000167895,13.024676,6.0995255,8.857630321171518e-39,2.1645517753422857e-35,0.6023391812865497,0.039568345323741004
5,ENSG00000115935,12.753626,4.0584874,2.9757564702691992e-37,6.362911272553116e-34,0.6491228070175439,0.15033490449020095
5,ENSG00000180096,12.597333,5.9654837,2.1840588117285504e-36,4.1511677814920644e-33,0.5847953216374269,0.044902009426941204
5,ENSG00000075884,12.390839,5.109556,2.9296370003144744e-35,4.5558518661254e-32,0.5906432748538012,0.05668568593401141
5,ENSG00000133639,12.157001,2.8961973,5.265687141627081e-34,7.506237020389405e-31,0.7251461988304093,0.44852393946911434
5,ENSG00000152518,12.015452,3.1318858,2.9475267284079777e-33,3.878491708934374e-30,0.7076023391812866,0.34259488960555695
5,ENSG00000172673,11.948929,8.165987,6.576705353929819e-33,8.035794413165963e-30,0.5380116959064327,0.009178863805507318
5,ENSG00000102879,11.772462,5.1386933,5.412193002118046e-32,6.17206489961542e-29,0.5614035087719298,0.06412800793847681
5,ENSG00000048740,11.253934,3.416042,2.2148849515707417e-29,2.3679888738480695e-26,0.6140350877192983,0.18444554701066732
