group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,gene_symbol
3,ENSG00000164056,20.070696,5.811197,1.3312934069370634e-89,2.5303450021183785e-86,0.7722007722007722,0.1035866566340606,SPRY1
3,ENSG00000261371,19.85166,5.7320466,1.0662020405906542e-87,1.823845210634373e-84,0.7567567567567568,0.0534236267870579,PECAM1
3,ENSG00000142798,19.61557,4.231855,1.1385285888517253e-85,1.7705154582634192e-82,0.7953667953667953,0.2076749435665914,HSPG2
3,ENSG00000169744,19.370024,6.570464,1.3819353191245366e-83,1.969948797412027e-80,0.722007722007722,0.0346124905944319,LDB2
3,ENSG00000102755,19.356874,7.1209464,1.7838538111371526e-83,2.347277176408625e-80,0.7181467181467182,0.0259593679458239,FLT1
3,ENSG00000106991,19.3176,5.1352367,3.820076646179162e-83,4.6675879363957686e-80,0.752895752895753,0.09255079006772,ENG
3,ENSG00000116016,18.76521,4.237981,1.4542310470511157e-78,1.6584050860570923e-75,0.7683397683397684,0.1716829696513669,EPAS1
3,ENSG00000127329,18.63446,6.1917334,1.6884853678255969e-77,1.8052019188765418e-74,0.6988416988416989,0.0354903436167544,PTPRB
3,ENSG00000148180,18.390017,3.5796373,1.5793232239732122e-75,1.5891707687815157e-72,0.8108108108108109,0.3111361926260346,GSN
3,ENSG00000113140,18.069386,3.3291948,5.552809346368248e-73,5.277019815498624e-70,0.8571428571428571,0.3836217707549536,SPARC
3,ENSG00000142192,17.81275,2.34602,5.627654746843231e-71,5.0666664262894894e-68,0.9034749034749034,0.6255329821921244,APP
3,ENSG00000163453,17.667894,3.9801302,7.411193731116606e-70,6.338793998224033e-67,0.7567567567567568,0.1888638073739653,IGFBP7
4,ENSG00000142173,30.883875,4.4852104,1.96673264793814e-209,3.364292867562982e-205,0.8666666666666667,0.1896823313205565,COL6A2
4,ENSG00000134871,27.513794,4.115629,1.2006649860356852e-166,1.0269287625563215e-162,0.775609756097561,0.1966395379364662,COL4A2
4,ENSG00000108821,26.783037,3.8430948,5.0934780081358986e-158,2.90430116023909e-154,0.8341463414634146,0.2652927277500656,COL1A1
4,ENSG00000182326,25.884674,4.0776286,9.909543308471858e-148,4.237816195867991e-144,0.7154471544715447,0.1743239695458125,C1S
4,ENSG00000163453,25.613539,4.29007,1.0780386799435992e-144,3.6881859318230415e-141,0.7089430894308943,0.1661853504856917,IGFBP7
4,ENSG00000159403,25.538485,4.034199,7.371846488794976e-144,2.101713433955448e-140,0.7121951219512195,0.1845628773956419,C1R
4,ENSG00000122786,25.377634,2.6773307,4.453696374616606e-142,1.0883561454884523e-138,0.8406504065040651,0.4747965345234969,CALD1
4,ENSG00000142156,25.355278,3.211692,7.859167352445752e-142,1.6804864591367132e-138,0.8032520325203252,0.3083486479390916,COL6A1
4,ENSG00000111341,24.315271,3.9231744,1.3515638086303672e-130,2.5688722789367843e-127,0.7121951219512195,0.2648989236019953,MGP
4,ENSG00000164692,23.32741,3.8447948,2.33720599502181e-120,3.998024575084308e-117,0.6796747967479675,0.1421632974533998,COL1A2
4,ENSG00000141753,23.2544,3.6813917,1.2839414675457713e-119,1.9966457039852693e-116,0.6878048780487804,0.2016277238120241,IGFBP4
4,ENSG00000149591,22.583828,3.6200392,6.249333238547769e-113,8.908424531549846e-110,0.6682926829268293,0.2375951693357836,TAGLN
4,ENSG00000168542,22.507769,3.429199,3.4836595420599603e-112,4.583960009729053e-109,0.7138211382113822,0.1942767130480441,COL3A1
4,ENSG00000011465,22.07745,4.3286405,5.206448023549867e-108,6.3615357064888605e-105,0.6032520325203252,0.1127592543974796,DCN
4,ENSG00000106624,21.988647,3.7348795,3.69848412357232e-107,4.2177512945218745e-104,0.6276422764227643,0.1189288527172486,AEBP1
4,ENSG00000187498,21.047691,3.7133918,2.4009736252045032e-98,2.544639115240389e-95,0.6113821138211382,0.1513520609083749,COL4A1
4,ENSG00000103196,21.04523,4.0684967,2.5288708616325623e-98,2.544639115240389e-95,0.5886178861788618,0.1260173273825151,CRISPLD2
4,ENSG00000148180,21.0374,2.804103,2.982957468124984e-98,2.834803913874776e-95,0.7040650406504065,0.296403255447624,GSN
4,ENSG00000026025,20.903877,2.4755123,4.936729225551471e-97,4.444615270120181e-94,0.7739837398373983,0.4043055920189026,VIM
4,ENSG00000077942,20.158657,3.5408409,2.25930208879142e-90,1.9323810765433021e-87,0.5869918699186992,0.1450511945392491,FBLN1
5,ENSG00000121966,17.6422,5.309491,1.1682356354716343e-69,1.9983838780377777e-65,0.847953216374269,0.2474572066484743,CXCR4
5,ENSG00000106948,14.437427,3.8578787,3.0086731779463668e-47,2.573318169097528e-43,0.7485380116959064,0.2725130240635078,AKNA
5,ENSG00000185811,14.381081,5.999886,6.802422978177044e-47,3.8787415821565524e-43,0.6666666666666666,0.0507318283304391,IKZF1
5,ENSG00000115165,14.341007,6.284491,1.2128208659154264e-46,5.186628433087321e-43,0.6608187134502924,0.0382039196229223,CYTIP
5,ENSG00000076928,14.147243,2.9528134,1.9422568459816472e-45,6.644849121472412e-42,0.8070175438596491,0.4863557429918134,ARHGEF1
5,ENSG00000153283,13.198332,7.6268783,8.970002162655369e-40,2.5573476165730455e-36,0.5964912280701754,0.0158769536095261,CD96
5,ENSG00000167895,13.024676,6.0995255,8.857630321171518e-39,2.1645517753422857e-35,0.6023391812865497,0.039568345323741,TMC8
5,ENSG00000115935,12.753626,4.0584874,2.9757564702691992e-37,6.3629112725531164e-34,0.6491228070175439,0.1503349044902009,WIPF1
5,ENSG00000180096,12.597333,5.9654837,2.1840588117285504e-36,4.1511677814920644e-33,0.5847953216374269,0.0449020094269412,SEPTIN1
5,ENSG00000075884,12.390839,5.109556,2.9296370003144744e-35,4.5558518661254005e-32,0.5906432748538012,0.0566856859340114,ARHGAP15
5,ENSG00000133639,12.157001,2.8961973,5.265687141627081e-34,7.506237020389405e-31,0.7251461988304093,0.4485239394691143,BTG1
5,ENSG00000152518,12.015452,3.1318858,2.9475267284079777e-33,3.878491708934374e-30,0.7076023391812866,0.3425948896055569,ZFP36L2
5,ENSG00000172673,11.948929,8.165987,6.576705353929819e-33,8.035794413165963e-30,0.5380116959064327,0.0091788638055073,THEMIS
5,ENSG00000102879,11.772462,5.1386933,5.412193002118046e-32,6.17206489961542e-29,0.5614035087719298,0.0641280079384768,CORO1A
5,ENSG00000048740,11.253934,3.416042,2.2148849515707417e-29,2.3679888738480692e-26,0.6140350877192983,0.1844455470106673,CELF2
5,ENSG00000069493,11.234052,3.5480046,2.7745704365209336e-29,2.791870699242769e-26,0.6081871345029239,0.2004465393202679,CLEC2D
5,ENSG00000134516,11.090227,4.3026466,1.3993139587677935e-28,1.3298146988156597e-25,0.5497076023391813,0.0684693624410816,DOCK2
5,ENSG00000111276,11.051829,3.16537,2.147937947455952e-28,1.93382244890429e-25,0.631578947368421,0.2658149342594889,CDKN1B
5,ENSG00000116824,10.976641,7.4168253,4.949877670892662e-28,4.0320289256328507e-25,0.4970760233918128,0.0122798313073678,CD2
5,ENSG00000213809,10.903827,7.0115027,1.1050961132034339e-27,8.592624596571791e-25,0.4970760233918128,0.0183577276110146,KLRK1
6,ENSG00000177575,32.165092,8.031912,5.433766628690428e-227,9.295001195037846e-223,0.9649122807017544,0.1115649731937707,CD163
