Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),37/148,0.00011266475185700056,0.0095089050567308,0,0,2.160010047726702,19.636854269582443,IFITM3;IFIT5;IFI6;NLRC5;DDX60L;IFIT1;DDX60;TANK;IFI44L;IFIT3;IFIT2;IFIH1;TBK1;IFI16;TRIM5;FADD;GBP2;MICA;APOBEC3C;BNIP3L;TRIM41;RSAD2;APOBEC3G;MLKL;STAT1;STAT2;MX1;ISG15;BST2;IFI27;IRF3;OAS1;DDIT4;IRF2;SERINC5;TLR3;TRIM56
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),86/434,0.0001239162029534457,0.0100192043401616,0,0,1.6090255256249035,14.474640776626511,RNF10;RNF13;RNF14;FBH1;UBE2D3;FBXO25;UBE2D1;UBE2L6;TNFAIP1;DDA1;TNFSF13B;CCAR1;UBE2L3;HERC5;ANKRD9;HERC4;BABAM2;TRIM6;TRIM5;TRIM24;BTRC;TRIM22;FBXO9;HERC6;RNF43;NHLRC3;USP5;DTX3L;UBE2E1;UCHL3;SIRT1;DDB2;RNF41;DDB1;TRAF7;KCTD13;SDE2;UBE2V2;RBCK1;CBLL1;RNF122;TRIM56;PRKN;VCP;ANAPC16;MGRN1;NEDD4L;UBR3;RNF6;RNF7;RNFT1;RNF135;RNF213;ZNRF3;UBB;ZSWIM8;RBBP6;UBE2H;TRIM41;SMURF1;AMFR;KLHL21;WWP2;FBXL15;KLHL3;PEX10;UBE2G1;ISG15;KLHL20;SH3RF3;SPSB2;UBE2W;UBOX5;PINK1;RLIM;MDM2;MKRN2;RNF181;CTNNB1;STUB1;UBA1;ASB4;TRIM38;RNF141;FBXL7;TRIM34
GO_Biological_Process_2023,Hippo Signaling (GO:0035329),9/17,0.00012472223294253713,0.0100192043401616,0,0,7.257130872483222,65.23740778345991,YAP1;LATS1;MOB1B;WWTR1;MOB1A;LATS2;AMOTL2;TEAD2;STK3
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase B Signaling (GO:0051898),14/36,0.00012721115032383797,0.0100192043401616,0,0,4.1093829592148605,36.85977720467169,PHLPP1;MSTN;PDCD6;PTEN;SORD;CIB1;PIK3CB;SIRT1;SLC9A3R1;PPP2R1A;BANK1;GPER1;PPARA;EPHA2
GO_Biological_Process_2023,Plasma Membrane Organization (GO:0007009),22/72,0.00012882126308431474,0.0100192043401616,0,0,2.8452454102660174,25.485104051976265,MYOF;VPS4A;CXCR4;SNX33;CLN3;SLC9A3R1;UGCG;EHD2;SERP1;BIN3;BIN1;PLSCR4;FLOT1;PACSIN2;CHMP2A;PACSIN3;TLCD2;STX4;ABCD1;CHMP7;SPTBN1;ARL8B
GO_Biological_Process_2023,Regulation Of Organ Growth (GO:0046620),6/8,0.00012950285661561848,0.0100192043401616,0,0,19.337430167597766,173.10495469187452,LATS1;LATS2;WWC2;PTEN;WWC3;SOD1
GO_Biological_Process_2023,Unsaturated Fatty Acid Metabolic Process (GO:0033559),17/49,0.0001323847081844142,0.0100742592687221,0,0,3.4324630703066568,30.65120329585123,ELOVL1;ACOT8;GPX4;ELOVL5;PNPLA8;GSTP1;PLA2G4C;EPHX1;SCD5;ABHD6;PTGR1;FADS3;SCD;GSTA1;ACAA1;DAGLB;FADS1
GO_Biological_Process_2023,Regulation Of Macrophage Differentiation (GO:0045649),8/14,0.00014968600280787,0.0110292448418116,0,0,8.598832153062492,75.7296634498926,CASP8;CSF1;IL34;ID2;LIF;PRKCA;FADD;INHA
GO_Biological_Process_2023,Ubiquinone Metabolic Process (GO:0006743),8/14,0.00014968600280787,0.0110292448418116,0,0,8.598832153062492,75.7296634498926,COQ4;NQO1;COQ2;FDXR;COQ8B;COQ9;COQ7;COQ6
GO_Biological_Process_2023,Cellular Response To Superoxide (GO:0071451),7/11,0.00015900143405120126,0.0111697884291181,0,0,11.283066318926975,98.68843781374883,NQO1;PRDX2;CCS;PRDX1;SOD2;MT3;SOD1
