names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,gene_symbol,comparison,state_A,state_B
ENSG00000144057,1.3147609,4.6954412,0.18859024597418683,0.3510566780685054,0.03288888888888889,ST6GAL2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000144354,1.3147286,4.5838776,0.1886011265900599,0.3510566780685054,0.03288888888888889,CDCA7,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000137877,1.3145021,3.8964343,0.1886773038650995,0.3511602611159169,0.033777777777777775,SPTBN5,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000166073,1.3142755,3.278795,0.18875350382904388,0.3512638638489583,0.034666666666666665,GPR176,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000178878,1.3134987,1.8791336,0.18901493313782325,0.3516738575435724,0.043555555555555556,APOLD1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000168309,1.3131751,1.32319,0.18912394077020123,0.3518384046563417,0.05422222222222222,FAM107A,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100211,1.3126574,0.033499554,0.18929844936819362,0.3520864711201827,0.2782222222222222,CBY1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000137491,1.3122365,1.0255542,0.1894403249743054,0.3522760533591049,0.06222222222222222,SLCO2B1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000089094,1.3122042,0.07129549,0.18945124172756456,0.3522760533591049,0.2328888888888889,KDM2B,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000198324,1.3121071,0.00041774145,0.1894839947691339,0.352278362625889,0.19377777777777777,PHETA1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000132561,1.311298,1.4068782,0.18975709908132998,0.3527477653646197,0.050666666666666665,MATN2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000126107,1.3110391,0.07583032,0.18984455368424458,0.3528562808989399,0.256,HECTD3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000166257,1.310942,1.6913449,0.1898773568148452,0.3528562808989399,0.042666666666666665,SCN3B,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100227,1.310942,0.1871558,0.1898773568148452,0.3528562808989399,0.536,POLDIP3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000169612,1.3095504,0.10470426,0.19034799397310775,0.3536156369357061,0.10755555555555556,RAMAC,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000204070,1.3092268,0.10799054,0.19045756749093945,0.3537807741882952,0.1928888888888889,SYS1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000213654,1.3090326,1.5273594,0.19052333389151255,0.3538645113515976,0.043555555555555556,GPSM3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000161544,1.3087089,1.3677099,0.19063298171460563,0.3540297237227276,0.04888888888888889,CYGB,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000144815,1.3082881,0.28087607,0.19077559333074967,0.35425611154101216,0.09422222222222222,NXPE3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000197181,1.3080939,1.5214882,0.1908414405589577,0.35433991991767394,0.042666666666666665,PIWIL2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000177374,1.3057314,1.2501469,0.19164392223666205,0.3556573305136989,0.050666666666666665,HIC1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000131871,1.3044692,0.1757571,0.19207366126172476,0.3563388676868481,0.4702222222222222,SELENOS,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000196526,1.3041779,0.2799182,0.1921729323540574,0.3564639103067129,0.10755555555555556,AFAP1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000126067,1.303919,0.07097059,0.19226120498933752,0.35658898108507076,0.19111111111111112,PSMB2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000169567,1.3036277,0.08056022,0.1923605473317529,0.3567345536271645,0.304,HINT1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000185043,1.3032717,0.16029415,0.19248201698797618,0.356921125484696,0.592,CIB1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000101883,1.3032069,0.35856688,0.19250410843615395,0.3569233989712605,0.07822222222222222,RHOXF1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000152348,1.3031099,0.07406553,0.19253724910266967,0.35692795482993644,0.28,ATG10,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000112514,1.3030776,0.17295982,0.19254829692333997,0.35692795482993644,0.5191111111111111,CUTA,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000240857,1.3027215,0.037933137,0.19266985370383383,0.3570963810541226,0.21422222222222223,RDH14,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000161847,1.30188,0.060935877,0.19295739390463085,0.3574926004692533,0.25866666666666666,RAVER1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000160255,1.3007797,1.0491711,0.19333388358764603,0.358073777896305,0.05688888888888889,ITGB2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000119392,1.2999382,0.0074139573,0.19362215131718663,0.3585688557358227,0.21955555555555556,GLE1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000162642,1.2989997,0.20271397,0.19394405291537753,0.35912610621026714,0.4408888888888889,C1orf52,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000138182,1.298773,0.8530069,0.19402181212846326,0.3592312066532625,0.05688888888888889,KIF20B,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000136933,1.2969283,0.049963962,0.19465584633938915,0.3602881310843531,0.152,RABEPK,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000277161,1.2964753,0.45805088,0.19481180630753026,0.36051940496315243,0.08622222222222223,PIGW,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000013573,1.2964429,0.87913036,0.19482294981172577,0.36051940496315243,0.051555555555555556,DDX11,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000059804,1.2953101,0.78529936,0.19521326708556164,0.3611244886736906,0.072,SLC2A3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100867,1.2945334,2.3201535,0.19548124443311232,0.36152359656139277,0.048,DHRS2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000197329,1.2926239,0.8519324,0.19614116829965744,0.36252737168384014,0.06222222222222222,PELI1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000054690,1.2920737,0.18827707,0.19633161843740243,0.3628009792578812,0.4817777777777778,PLEKHH1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
